书名: 银河帝国：基地七部曲, 作品信息: [美] 艾萨克·阿西莫夫 / 叶李华 / 江苏凤凰文艺出版社 / 2015-10-1 / 328.00元, 得分：9.5
书名: 渴望生活, 作品信息: [美] 欧文·斯通 / 常涛 / 北京十月文艺出版社 / 2008-4 / 29.80元, 得分：9.1
书名: 骆驼祥子, 作品信息: 老舍 / 人民文学出版社 / 1962-10-1 / 12.00元, 得分：8.6
书名: 庄子, 作品信息: 孙通海 译注 / 孙通海  译注 / 中华书局 / 2007-04 / 20.00元, 得分：9.4
书名: 现代艺术150年, 作品信息: [英] 威尔·贡培兹 / 王烁 / 广西师范大学出版社 / 2017-3 / 65.00元, 得分：9.2
书名: 论语, 作品信息: 刘胜利 / 中华书局 / 2006-12 / 9.80元, 得分：9.1
书名: 银河系漫游指南, 作品信息: [英] 道格拉斯·亚当斯 / 徐百柯 / 四川科学技术出版社 / 2005-6 / 16.00元, 得分：8.8
书名: 你好，旧时光（上 下）, 作品信息: 八月长安 / 新世界出版社 / 2009-12 / 39.80元, 得分：8.7
书名: 野火集, 作品信息: 龙应台 / 文汇出版社 / 2005-8 / 25.00元, 得分：8.7
书名: 不存在的骑士, 作品信息: [意] 伊塔洛·卡尔维诺 / 吴正仪 / 译林出版社 / 2012-4 / 22.00元, 得分：8.9
书名: 显微镜下的大明, 作品信息: 马伯庸 / 湖南文艺出版社 / 2019-1 / 52.00元, 得分：8.7
书名: 跨越边界的社区（修订版）, 作品信息: 项飙 / 生活·读书·新知三联书店 / 2018-3 / 68.00元, 得分：9.4
书名: 坟, 作品信息: 鲁迅 / 人民文学出版社 / 2006-12 / 16.00元, 得分：9.6
书名: 会饮篇, 作品信息: [古希腊] 柏拉图 / 王太庆 / 商务印书馆 / 2013-1 / 12.00元, 得分：9.3
书名: 你一生的故事, 作品信息: [美] 特德·姜 / 李克勤 / 译林出版社 / 2015-5 / 36.00元, 得分：8.8
书名: 象棋的故事, 作品信息: [奥] 斯蒂芬·茨威格 / 张玉书 / 上海译文出版社 / 2007-7 / 23.00元, 得分：9.1
书名: 包法利夫人, 作品信息: 福楼拜 / 李健吾 / 人民文学出版社 / 2003-1-1 / CNY 28.00, 得分：9.1
书名: 挽救计划, 作品信息: [美] 安迪·威尔 / 耿辉 / 译林出版社 / 2021-9 / 68.00, 得分：9.1
书名: 规训与惩罚, 作品信息: [法] 米歇尔·福柯 / 刘北成 / 生活·读书·新知三联书店 / 2003-1 / 21.80元, 得分：9.3
书名: 火星救援, 作品信息: [美] 安迪·威尔 / 陈灼 / 译林出版社 / 2015-10 / 38.00, 得分：8.9
书名: 命运, 作品信息: 蔡崇达 / 浙江文艺出版社 / 2022-9-5 / 59.80元, 得分：8.9
书名: 分成两半的子爵, 作品信息: [意] 伊塔洛·卡尔维诺 / 吴正仪 / 译林出版社 / 2012-4-1 / 20.00元, 得分：8.8
书名: 认识电影, 作品信息: [美] 路易斯·贾内梯 / 焦雄屏 / 世界图书出版公司 / 2007-11 / 68.00元, 得分：8.9
书名: 解忧杂货店, 作品信息: [日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元, 得分：8.5
书名: 奥斯维辛, 作品信息: [英] 劳伦斯·里斯 / 刘爽 / 广西师范大学出版社 / 2016-9 / 79.00元, 得分：9.5
书名: 二手时间, 作品信息: [白俄] S. A. 阿列克谢耶维奇 / 吕宁思 / 中信出版社 / 2016-1 / 55.00元, 得分：8.9
书名: 金锁记, 作品信息: 张爱玲 / 哈尔滨出版社 / 2005-6 / 13.5元, 得分：8.6
书名: 哈姆莱特, 作品信息: [英] 莎士比亚 / 朱生豪 / 人民文学出版社 / 2001-1 / 7.00元, 得分：8.7
书名: 时间的秩序, 作品信息: [意] 卡洛·罗韦利 / 杨光 / 湖南科学技术出版社 / 2019-6 / 56.00元, 得分：8.9
书名: 黑箱：日本之耻, 作品信息: [日] 伊藤诗织 / 匡匡 / 雅众文化/中信出版集团 / 2019-4 / 48.00元, 得分：8.9
书名: 顾城的诗, 作品信息: 顾城 / 人民文学出版社 / 1998-12 / 20.00, 得分：8.8
书名: 看不见的女性, 作品信息: 卡罗琳·克里亚多·佩雷斯 / 詹涓 / 新星出版社 / 2022-8 / 69.00元, 得分：9.1
书名: 毛姆短篇小说精选集, 作品信息: [英] 威廉·萨默塞特·毛姆 / 冯亦代 / 译林出版社 / 2012-11 / 36.00元, 得分：9.1
书名: 枪炮、病菌与钢铁, 作品信息: [美] 贾雷德·戴蒙德 / 谢延光 / 上海译文出版社 / 2006-4-1 / 45.00元, 得分：8.7
书名: 上学记, 作品信息: 何兆武 口述 / 生活·读书·新知三联书店 / 2006-8 / 19.80元, 得分：8.9
